Sl No.,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,,,,,,,,,Rand,Sl.No,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,CustSegment,filter_$,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900,1345-ZUKID,Male,NO,No,No,14,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,19.35,324.8,5,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6901,6429-SHBCB,Male,NO,No,No,19,Yes,Yes,No,No,No,No,No,No,Yes,Yes,DSL,Month-to-month,Mailed check,69.6,1394.55,1,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6902,9281-OFDMF,Male,YES,No,No,39,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,90.7,3413.25,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903,2603-HVKCG,Male,NO,No,No,31,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101.4,3143.65,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6904,1834-WULEG,Male,NO,Yes,Yes,24,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,20.25,439.75,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6905,9097-ZUBYC,Male,NO,Yes,No,14,Yes,No,No,No,No,No,No,Yes,No,No,DSL,Month-to-month,Bank transfer (automatic),48.8,664.4,3,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6906,5148-ORICT,Female,NO,Yes,No,64,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,DSL,Two year,Mailed check,74.35,4759.55,3,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6907,4893-GYUJU,Female,NO,No,No,50,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,19.35,1033,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6908,4578-PHJYZ,Male,NO,Yes,Yes,52,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,DSL,One year,Electronic check,68.75,3482.85,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6909,7272-QDCKA,Male,NO,No,No,28,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Fiber optic,One year,Electronic check,100.2,2688.45,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6910,8908-SLFCJ,Female,NO,No,No,21,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),20.85,435.25,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6911,8393-DLHGA,Male,NO,No,Yes,25,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,95.9,2448.75,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912,9766-HGEDE,Female,NO,Yes,No,17,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,19.35,307,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6913,6968-MHOMU,Male,NO,Yes,No,58,No,No phone service,Yes,No,No,No,No,No,Yes,Yes,DSL,One year,Credit card (automatic),45,2689.35,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6914,7395-IGJOS,Male,YES,Yes,No,17,Yes,No,No,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),81.5,1329.2,3,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6915,5044-XDPYX,Female,NO,Yes,No,51,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,25.5,1281.25,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6916,1814-WFGVS,Male,NO,Yes,Yes,72,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,No,DSL,Two year,Mailed check,48.9,3527,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6917,2834-SPCJV,Male,NO,Yes,No,52,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,84.1,4348.65,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6918,3721-WKIIL,Female,NO,No,No,27,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,19.6,561.15,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6919,6734-CKRSM,Female,NO,No,No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20,63.6,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920,1265-ZFOSD,Female,NO,Yes,No,64,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,DSL,Two year,Mailed check,81.3,5129.3,3,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6921,6568-POCUI,Female,NO,Yes,No,45,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Fiber optic,Two year,Credit card (automatic),95.2,4285.8,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6922,7890-VYYWG,Male,YES,Yes,No,3,No,No phone service,Yes,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Mailed check,36.45,93.7,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923,5197-LQXXH,Female,NO,Yes,No,71,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two year,Credit card (automatic),83.3,5894.5,3,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6924,9907-SWKKF,Female,YES,No,No,1,No,No phone service,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Mailed check,25.05,25.05,2,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6925,3457-PQBYH,Female,NO,Yes,Yes,58,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),20.3,1160.75,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6926,7682-AZNDK,Male,NO,Yes,Yes,34,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Fiber optic,Month-to-month,Electronic check,89.85,3091.75,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6927,0587-DMGBH,Female,NO,No,No,8,Yes,No,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-month,Electronic check,49.85,365.55,1,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6928,5384-ZTTWP,Female,NO,Yes,Yes,15,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.8,272.95,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6929,3745-HRPHI,Male,NO,Yes,Yes,66,No,No phone service,No,No,No,No,Yes,Yes,Yes,Yes,DSL,Two year,Bank transfer (automatic),54.65,3632,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6930,7636-OWBPG,Male,YES,No,No,12,No,No phone service,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-month,Credit card (automatic),29.35,381.2,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6931,1231-YNDEK,Male,NO,No,No,58,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Bank transfer (automatic),19.15,1035.5,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6932,1407-DIGZV,Female,NO,Yes,Yes,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,19.1,52,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6933,6397-JNZZG,Female,YES,Yes,No,43,No,No phone service,No,Yes,No,Yes,Yes,No,Yes,Yes,DSL,Month-to-month,Credit card (automatic),55.55,2342.2,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934,0570-BFQHT,Female,NO,No,No,9,Yes,No,No,No,No,Yes,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,80.55,653.9,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6935,4393-OBCRR,Female,NO,No,No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,20.25,71.2,0,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936,3523-QRQLL,Female,NO,Yes,Yes,22,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,One year,Bank transfer (automatic),69.5,1498.2,5,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6937,8564-LDKFL,Male,NO,Yes,No,40,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber optic,One year,Bank transfer (automatic),106,4178.65,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6938,3696-DFHHB,Female,NO,No,No,68,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Bank transfer (automatic),25.5,1821.8,2,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6939,0895-DQHEW,Male,NO,Yes,No,54,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,104.3,5278.15,3,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6940,4717-GHADL,Female,NO,No,No,50,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,Two year,Mailed check,79.6,4024.2,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6941,5501-TVMGM,Male,NO,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-month,Electronic check,55.25,55.25,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6942,5879-HMFFH,Female,NO,Yes,No,72,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two year,Bank transfer (automatic),88.05,6520.8,3,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6943,6772-WFQRD,Male,NO,No,Yes,40,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Bank transfer (automatic),20.4,854.9,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6944,3810-DVDQQ,Female,NO,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Two year,Bank transfer (automatic),117.6,8308.9,6,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6945,6972-SNKKW,Female,NO,No,No,6,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20,109.2,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6946,3694-GLTJM,Female,NO,No,No,5,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Credit card (automatic),19.65,92.05,0,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6947,8550-XSXUQ,Male,NO,Yes,No,48,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,DSL,One year,Credit card (automatic),70.55,3420.5,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6948,8149-RSOUN,Female,NO,No,No,1,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,93.85,93.85,0,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6949,9055-MOJJJ,Female,NO,Yes,Yes,64,Yes,No,No,No,Yes,No,No,Yes,Yes,No,DSL,One year,Mailed check,65.8,4068,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6950,4359-INNWN,Female,NO,No,No,17,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Credit card (automatic),20.05,337.9,1,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6951,0585-EGDDA,Male,NO,Yes,No,40,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,80,3168.75,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952,4032-RMHCI,Female,NO,Yes,Yes,41,No,No phone service,No,No,Yes,No,Yes,No,No,No,DSL,One year,Credit card (automatic),35.4,1412.4,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6953,0549-CYCQN,Male,YES,No,No,51,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Fiber optic,One year,Bank transfer (automatic),79.6,3974.7,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6954,3481-JHUZH,Male,NO,Yes,No,41,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Electronic check,80.25,3439,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6955,7250-EQKIY,Female,NO,Yes,Yes,1,Yes,No,No,Yes,No,No,Yes,No,No,No,DSL,Month-to-month,Mailed check,50.45,50.45,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6956,3594-IVHJZ,Female,NO,No,No,2,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.45,42.45,2,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6957,6869-FGJJC,Male,NO,No,No,68,Yes,No,No,No,No,Yes,Yes,No,No,No,Fiber optic,One year,Credit card (automatic),79.6,5461.45,3,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6958,3896-ZVNET,Female,NO,Yes,Yes,24,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,24.7,571.75,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6959,8205-VSLRB,Male,NO,Yes,No,70,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,DSL,Two year,Credit card (automatic),77.3,5498.2,3,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6960,5960-MVTUK,Male,NO,No,No,3,No,No phone service,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-month,Electronic check,29.75,96.85,0,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6961,6817-WTYHE,Male,NO,No,No,2,Yes,No,No,No,No,No,No,No,No,No,DSL,Month-to-month,Bank transfer (automatic),44.9,111.05,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6962,3082-VQXNH,Male,NO,Yes,No,3,No,No phone service,No,No,No,Yes,No,No,No,No,DSL,Month-to-month,Credit card (automatic),29.8,94.4,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963,4013-UBXWQ,Female,NO,No,No,7,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Month-to-month,Electronic check,74.65,521.1,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6964,4931-TRZWN,Female,NO,No,No,13,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,DSL,Month-to-month,Electronic check,71.95,923.85,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6965,0750-EKNGL,Male,NO,No,No,7,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.75,141.1,0,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6966,7669-LCRSD,Male,NO,Yes,Yes,12,Yes,No,Yes,No,No,No,No,No,Yes,No,DSL,Month-to-month,Mailed check,56.3,628.65,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6967,3567-PQTSO,Male,NO,Yes,Yes,53,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber optic,One year,Electronic check,105.25,5576.3,3,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6968,5519-NPHVG,Female,NO,No,No,12,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,94.2,1046.1,1,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6969,8043-PNYSD,Male,NO,Yes,Yes,63,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,19.55,1245.6,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6970,9938-EKRGF,Female,NO,No,No,15,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-month,Mailed check,84.45,1287.85,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6971,2703-AMTUL,Male,NO,Yes,Yes,36,Yes,No,No,No,Yes,Yes,No,No,No,No,DSL,One year,Mailed check,53.65,1939.35,2,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6972,0928-JMXNP,Male,YES,Yes,No,4,No,No phone service,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-month,Electronic check,29.9,118.25,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6973,8173-RXAYP,Female,NO,Yes,Yes,24,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,19.7,452.55,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6974,4825-XJGDM,Female,NO,No,No,61,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,No,DSL,One year,Credit card (automatic),43.7,2696.55,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6975,5402-HTOTQ,Male,NO,No,No,16,Yes,Yes,No,No,No,Yes,No,No,No,No,DSL,Month-to-month,Electronic check,55.3,875.35,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6976,6734-JDTTV,Male,NO,Yes,Yes,65,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),19.85,1267.05,1,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6977,7850-THJMU,Female,NO,Yes,Yes,26,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),19.65,494.9,4,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6978,3890-RTCMS,Male,NO,No,No,16,Yes,No,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-month,Mailed check,49.45,799,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6979,8849-GYOKR,Female,NO,Yes,No,54,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Fiber optic,One year,Bank transfer (automatic),106.55,5763.3,3,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980,3148-BLQJT,Male,NO,No,No,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.1,20.1,4,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6981,3717-FDJFU,Male,NO,No,Yes,5,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,20.45,106.9,0,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6982,3665-JATSN,Female,NO,No,No,19,No,No phone service,Yes,No,No,Yes,No,No,No,Yes,DSL,Month-to-month,Electronic check,39.7,710.05,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6983,7966-YOTQW,Male,NO,No,No,10,Yes,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-month,Credit card (automatic),54.5,568.2,1,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984,0461-CVKMU,Female,NO,Yes,Yes,23,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Fiber optic,Month-to-month,Electronic check,83.8,1900.25,2,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6985,8806-EAGWC,Male,NO,No,No,3,Yes,No,No,Yes,No,No,No,No,Yes,No,DSL,Month-to-month,Mailed check,55.15,159.15,0,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6986,8853-TZDGH,Female,NO,No,No,72,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Two year,Bank transfer (automatic),111.6,8012.75,5,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6987,7779-LGOVN,Male,YES,Yes,No,10,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,86.65,856.65,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6988,4324-BZCKL,Female,NO,Yes,Yes,10,Yes,No,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-month,Mailed check,55.55,551.3,1,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6989,6924-TDGMT,Male,NO,Yes,No,11,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,20.55,184.95,0,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6990,9710-ZUSHQ,Female,YES,No,No,37,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),106.75,4056.75,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6991,1536-YHDOE,Male,NO,Yes,Yes,17,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,DSL,One year,Mailed check,62.1,1096.65,1,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6992,8123-QBNAZ,Female,NO,Yes,Yes,36,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Credit card (automatic),104.5,3684.95,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6993,3629-ZNKXA,Male,YES,No,No,17,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101.8,1752.45,2,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6994,4827-LTQRJ,Female,YES,Yes,Yes,66,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber optic,One year,Credit card (automatic),110.6,7210.85,4,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6995,7711-YIJWC,Male,NO,Yes,Yes,61,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One year,Bank transfer (automatic),84.9,5264.5,3,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6996,5482-VXSXJ,Male,NO,No,No,22,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Mailed check,93.2,2157.3,2,2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6997,7365-BVCJH,Male,NO,No,No,1,No,No phone service,Yes,No,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,24.4,24.4,3,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998,9620-ENEJV,Female,NO,No,No,6,Yes,No,No,No,No,No,No,No,No,No,Fiber optic,Month-to-month,Credit card (automatic),70.55,433.95,1,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6999,4183-WCSEP,Male,NO,No,No,31,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Fiber optic,Month-to-month,Electronic check,78.45,2435.15,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,2378-YIZKA,Female,NO,Yes,Yes,68,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two year,Credit card (automatic),85,5607.75,3,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7001,5498-TXHLF,Female,NO,Yes,Yes,34,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Fiber optic,Month-to-month,Electronic check,87.45,2874.15,2,3,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7002,0689-DSXGL,Female,NO,Yes,Yes,52,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),85.8,4433.3,2,3,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7003,6818-DJXAA,Female,NO,No,Yes,10,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Fiber optic,Month-to-month,Electronic check,91.1,964.35,1,2,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7004,9722-UJOJR,Male,NO,Yes,Yes,29,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70.75,1974.8,2,2,1,,,,,,,
